id,source,title,author,year,price,outcome,ch_row,decided_by,reason
41932f6b3773,manual,Praktische und lohnende Champignonkultur,A. Amelung; Robert Betten,1927,,INSERTED (missing from CH),,refuted_missing,"Grepped ""Champignonkultur"", ""Pilzkultur"", ""lohnende"", ""Jedermann"", ""Amelung"", ""Betten"" — all empty; the ""Champignon"" hits are all French works (r980, r3015, r3228 etc.), no German cultivation manual."
5ab7e25b584e,manual,Mycomedicinals,Paul Stamets; C. Dusty Wu Yao,,,excluded: duplicate of another B record,4415,refuted_missing,
adc5b557c015,manual,Handbook Guide to Mushrooms and Other Fungi,Aurel Dermek,1985,,already in CH,1226,adjudicated,"r1226 ""Mushrooms and Other Fungi / Dermek, A. / 1985 / Arco Publishing / New York"" matches author, year, publisher and city exactly; CH stores the title without the ""Handbook Guide to"" prefix (r1227 is the 1989 Dorset reissue)."
43af54c64a60,manual,Mushrooms and Other Fungi,Aurel Dermek,1985,,already in CH,1226,refuted_inch,"r1226 'Mushrooms and Other Fungi / Dermek, A. / 1985 / Arco Publishing' matches Aurel Dermek, year and publisher."
41b1f97b0db8,manual,Wild Mushrooms of Telluride,Linnea Gillman; Art Goodtimes; Gary Lincoff; Emanuel Salzman; Jason Salzman,1996,,already in CH,1731,refuted_inch,"r1731 'Wild Mushrooms of Telluride / Gillman, L. et al. eds. / 1990 / Fungophile, Inc.' is the same Gillman-edited Fungophile title; B's 1996 is the 2nd edition."
e7b801be34e7,manual,The Fungi,G. C. Ainsworth; Alfred S. Sussman,1966,,already in CH,56,adjudicated,"An ""Ainsworth"" grep found r56 ""The Fungi Volume II The Fungal Organism / Ainsworth, G.C. & A.S. Sussman / 1966 / Academic Press / New York"" — CH lists the treatise volume by volume (r57 is v.1, The Fungal Cell), and B's vol. 2 is r56."
84a1fc626ecd,manual,Kombucha,Günther W. Frank,1995,,INSERTED (missing from CH),,refuted_missing,"Grepped ""Kombucha"" — only r2942 ""The Essential Kombucha"" by Malczewski, Andra A., 1994, a different author's work; ""Frank, G"", ""Ennsthaler"", ""Teepilz"", ""Beverage"" all returned nothing for Günther Frank's book."
0f9ff528b132,manual,Guida Compact di Funghi,Ettore Bielli,,,already in CH,446,refuted_missing,"CH r446 ""Funghi"" — Bielli, E., 1998, Instituto Geografico De Agostini, Novara (duplicated at r447): same author, publisher and city, with CH storing the bare title without the ""Guida Compact di"" series wrapper."
27d50ae819a4,manual,The Biology of Fungi,C. T. Ingold,1984,,already in CH,2305,refuted_inch,"r2305 'The biology of fungi / Ingold, C.T. / 1986 / Hutchinson & Co.' matches author and publisher; 1984 vs 1986 is a printing of the same edition."
27504269df93,manual,British Fungi,George Massee,1800,,excluded: duplicate of another B record,2992,adjudicated,
eeb64b7f0798,manual,A Text-Book of Mycology,Ernst Athearn Bessey,1935,,excluded: duplicate of another B record,436,refuted_inch,
c9391b9d7dec,manual,The Stipitate Hydnums of the Eastern United States,William C. Coker; Alma H. Beers,1951,,already in CH,930,refuted_inch,"r930 'The Stipitate Hydnums of the Eastern United States / Coker, W.C. and A.H. Beers / 1970 / Verlag Von J. Cramer' matches both authors and B's J. Cramer reprint imprint."
115b29dc8157,manual,Rivista di studi ed applicazioni delle piante medicinali,,1996,,INSERTED (missing from CH),,refuted_missing,"Grepped ""Fitoterapia"" (only r4868 ""Maca Planta Medicinal..."" published by Instituto de Fitoterapia Americano), ""Rivista"", ""piante medicinali"" (only r3693 ""Piante Medicinali"" by Podlech, a different book) — CH has no run of this Italian journal."
32db10dd497e,manual,Journal of Ethnobiology,,1983,,INSERTED (missing from CH),,refuted_missing,"Grepped ""Ethnobiology"" — only r425/r426 ""Medical Ethnobiology of the Highland Maya"" (Berlin) and r1151 ""Passage of Darkness The Ethnobiology of the Haitian Zombie"" (Davis); the journal itself is not in CH."
ddc90bc74908,manual,Wild Mushroom Cookery,Mike Wells; Maggie Rogers; Roxanne Piekenbrock; Dick Piekenbrock,1987,,already in CH,5030,refuted_inch,"r5030 'Wild Mushroom Cookery / Wells, M. et al, eds. / 1987 / The Oregon Mycological Society / first' matches lead editor, year, publisher and edition."
56b809b44938,manual,British Fungi,M. C. Cooke,1884,,already in CH,973,adjudicated,"r973 ""A Plain and Easy Account of British Fungi with especial reference to the Esculent and Economic species / Cooke, M. C. / 1884 / W. H. Allen & Co. / Fifth / London"" matches year, publisher and 5th edition exactly — CH stores the subtitle as the title."
d2d50b87aef5,manual,Puffballs and Their Allies in Michigan,Alexander H. Smith,1951,,already in CH,4319,refuted_inch,"r4319 'Puffballs and Their Allies in Michigan / Smith, Alexander H. / 1951 / University of Michigan Press' matches author, year and publisher exactly."
07c92da85fa6,manual,Chemical Activities of Fungi,Jackson W. Foster,1949,$12,already in CH,1579,refuted_inch,"r1579 'Chemical Activities of Fungi / Foster, J.W. / 1949 / Academic Press Inc.' matches Jackson W. Foster, year and publisher."
dee144f58459,manual,Foraging for Edible Wild Mushrooms,Karen Haard; Richard Haard,1974,,already in CH,1909,refuted_inch,"r1909 'Foraging for Edible Wild Mushrooms / Haard, K. & R. / 1974 / Cloudburst Press Ltd.' matches both Haards, year and publisher; only the edition statement differs."
2af82698a868,manual,Fungi of Temperate Europe,Thomas Læssøe; Jens H. Petersen,,,INSERTED (missing from CH),,adjudicated,"Searched ""Temperate"", ""Laessoe"", ""Petersen"", ""Princeton University Press"" and every CH title beginning ""Fungi"" — CH's only Laessoe is r2642 ""The Mushroom Book"" and no Princeton mycology title exists, so this 2020 work is absent."
a37e9f8208ef,manual,Fungi of Temperate Europe,Thomas Laessoe; Jens H. Petersen,2020,,INSERTED (missing from CH),,adjudicated,"Same searches as vol. 2: the closest CH rows are r3446 ""Fungi of Northern  Europe 2 vols"" (Nilsson/Persson) and r4467 ""Fungi of Britain and Northern Europe"" (Sterry) — different authors and different works."
6ed3e5821413,manual,Fundamentals of the Fungi,Elizabeth Moore-Landecker,1996,,already in CH,3226,refuted_inch,"r3226 'Fundamentals of the Fungi / Moore-Landecker, E. / 1972 / Prentice-Hall / 3rd' matches author, publisher and the 3rd-edition statement; CH's 1972 year looks mistyped for the same 3rd edition B dates 1996."
9df84d6e3012,manual,The Fungi,Sarah C. Watkinson; Lynne Boddy; Nicholas P. Money,2016,,INSERTED (missing from CH),,adjudicated,"No Watkinson, Boddy or Money anywhere in CH; the CH rows titled ""The Fungi"" are r56/r57, Ainsworth & Sussman's 1965-66 Advanced Treatise, a different work from the Watkinson/Boddy/Money textbook."
1c7887c53063,manual,Mr Jackson's Mushrooms,H.A.C. Jackson; Mimi Cazort,1979,,already in CH,770,refuted_inch,"r770 'Mr Jacksons Mushrooms / Cazort, M. ed. / 1979 / National Gallery of Canada' is the same 1979 National Gallery title; B lists both the artist Jackson and editor Cazort."
96201b589c78,manual,Der Pilz-Sammler,Gotthold Hahn,1903,£140,already in CH,1923,refuted_missing,"CH r1923 ""Der Pilz-Sammler oder Anleitung zu Kenntnis der Wichtigsten Pilze Deutschlands"" — Hahn, Gotthold, 1903, Herm. Kanitz' Verlag, 3rd, Gera: same title, author, year, publisher and 3rd edition, subtitle merely truncated."
4e30f7307626,manual,Fungi of Britain and Europe,Stefan Buczacki,1989,,already in CH,667,adjudicated,"r667 ""New Generation Guide to the Fungi of Britain and Europe / Buczacki, S. / 1989 / University of Texas Press / Austin"" is the same book with the series prefix attached — author, year, publisher and city all match."
f05d8ea34366,manual,Handbuch für Pilzfreunde,Edmund Michael; Bruno Hennig,1967,$75,already in CH,2081,refuted_inch,"CH lists the Michael/Hennig volumes separately; the accepted r2080 is the 1958 volume, but B's 1967 Jena volume matches r2081 'Handbuch fur Pilzfreunde / Hennig, B. (Michael/Hennig) / 1967 / VEB Gustav Fischer Verlag Jena' exactly (r2079 also holds a 4-volume set)."
6c9f59ec125a,manual,The Savory Wild Mushroom,Margaret McKenny; Daniel E. Stuntz; Varro E. Tyler; Angelo M. Pellegrini,1971,,already in CH,3066,refuted_inch,"r3066 'The Savory Wild Mushroom / McKenny, M. / 1962 / Univ. of Washington Press / 2' is McKenny's book; B's 1971 revised-and-enlarged is a later printing of the same work (CH's separate r3065 is the distinct 1987 'New Savory Wild Mushroom')."
172ee26d3a20,manual,A Guide to Mushrooms and Toadstools,Morten Lange; F. Bayard Hora,,,already in CH,2662,refuted_inch,"r2662 'A Guide to Mushrooms and Toadstools / Lange, Morton and F. Bayard Hora / 1963 / E.P. Dutton and Co.' matches both authors and publisher."
94eacff0b309,manual,How to Identify Mushrooms to Genus I,David L. Largent,,$13.95,already in CH,2667,adjudicated,"r2667 ""How to Identify Mushrooms to Genus I: Macroscopic Features / Largent, D.L. / 1986 / Mad River Press / 2nd"" is a title-for-title match with B's untitled-publisher record."
3a2ba60cecb4,manual,Der große Pilzführer,Bruno Cetto,1979,,already in CH,774,adjudicated,"r774 ""Der grobe Pilzfuhrer 3 volumes / Cetto, B. / 1979 / BLV Verlagsgesellschaft / Munich"" (CH's ss/umlaut-stripped spelling) covers all three volumes in one row."
82074d013383,manual,Der große Pilzführer,Bruno Cetto,1979,,already in CH,774,adjudicated,"Same r774 ""Der grobe Pilzfuhrer 3 volumes / Cetto, B. / 1979 / BLV Verlagsgesellschaft"" — CH does not break the set into separate volume rows."
d38e0acead95,manual,Der große Pilzführer,Bruno Cetto,1979,$125,already in CH,774,adjudicated,"Same r774 ""Der grobe Pilzfuhrer 3 volumes / Cetto, B. / 1979 / BLV Verlagsgesellschaft""; B's ""5th, revised"" is just a later printing of the same volume 1."
b515899d7bd3,manual,Handbuch für Pilzfreunde,Michael Hennig,1958,€60,already in CH,2080,refuted_inch,"r2080 'Handbuch fur Pilzfreunde / Hennig, B. (Michael/Hennig) / 1958 / VEB Gustav Fischer Verlag' matches B's volume 1, 1958, same publisher."
6895395eb931,manual,Führer für Pilzfreunde,Edmund Michael; Bruno Hennig; J. Schäffer; Roman Schulz; Kniep,1927,,already in CH,3139,refuted_inch,"r3139 'Fuhrer fur Pilzfreunde / Michael, E. / 1918' is Michael's earlier Fuhrer series (distinct from the Michael/Hennig Handbuch at r2079-2081); B's 1927 is a later thousand-printing of the same work and CH holds no other Fuhrer row."
dff233110798,manual,Pharmacotherapeutics,Solomon Solis-Cohen; Thomas Stroussburg Githens,1928,$40,already in CH,4363,adjudicated,"A ""Githens"" grep found r4363 ""Pharmacotherapeutics Materia Medica and Drug Action / Solis-Cohen, S. & T.S. Githens / 1928 / D. Appleton & Co. / 1st / New York"" — an exact match the candidate list missed entirely."
1e4dc3c8d6e6,scan,"Practice of curing diseases, 1681",,1681,$220,excluded: duplicate of another B record,,adjudicated,"Same physical book recorded twice: a dictated scan (""Practice of curing diseases, 1681"") and the manual catalogue row for Salmon's ""The Practice of Curing Diseases"" (Seu Praxis Medendi). The matching 220 price on both sides is strong evidence of a single acquisition, and the page counts are in the same range (795 vs 762) for the same folio. The dictated 1681 is the unreliable-year case flagged in "
24d0d02d34f5,scan,The modern practice of physic,,1824,,already in CH,4652,refuted_inch,"r4652 'The Modern Practice of Physic / Thomas, Robert / 1824 / S. B. Collins' matches B's 1824 exactly and the title is unique in CH (other 'practice of physic' rows are Cullen, Shaw and Mosan)."
1236ed91efb4,scan,An introduction to botany,,,$35,already in CH,2805,refuted_inch,"r2805 'An Introduction to Botany / Lindley, J. / 1839 / Longman,Orme, Brown, Green, and Longmans / 3rd' is CH's only row with this exact title (r2713 is Lee's 'Introduction to the Science of Botany'); B supplies no author or year to contradict it, so the match is plausible but unverifiable."
f165f34ae294,scan,Elements of Botany,R. J. Thornton. An,,,already in CH,4680,refuted_inch,"r4680 'Elements of Botany / Thornton, R.J. / 1812' matches B's R. J. Thornton attribution (CH's other Elements rows are Bergen and Gray); r4681 is the same Thornton title in a 2-vols-in-1 copy."
cd2f2cc1f77c,scan,Bilder or Nordens Flora,,1905,,excluded: duplicate of another B record,,refuted_missing,"All four are Lindman's 'Bilder ur Nordens flora'. 66aaebcc99be (vol 3) and e558499e6814 (vol 2) are separate volumes of the set and both stay. The scan record cd2f2cc1f77c 'Bilder or Nordens Flora' is dictation of the Swedish title ('or' for 'ur'), has no author or publisher, and carries no volume - it matches the one volumeless manual record, cd9a9c09d2a1, which has the full author (Carl Axel Mag"
7913bf8104f0,scan,Drugs and Medicines of North America,,1884,,already in CH,2845,refuted_inch,"The accepted r3760 carries a garbled author ('Prosser, C. S.') but the right imprint; CH plainly holds the book at r2845 'Drugs and Medicines of North America / Lloyd, J.U. & C.G. / 1884 / J.U. & C.G. Lloyd', matching B's 1884 exactly."
69d041ecbb70,scan,A History of the Vegetable Kingdom,William Rind. Paid,,$100,already in CH,3888,refuted_inch,"r3888 'A History of the Vegetable Kingdom / Rhind, W. / 1860 / Blackie & Son, Glascow' matches B's author (OCR'd as 'William Rind'); r3889 holds the 1868 issue."
54058d41c650,scan,An Introduction to Botany,,,,excluded: duplicate of another B record,2805,refuted_inch,
95580278f8f3,scan,The British Flora Medica or History of the Medicinal Plants,,,,already in CH,323,adjudicated,"r323 ""The British Flora Medica: A History of the Medicinal Plants of Great Britain / Barton, B.H. & T. Castle (revised by J. R. Jackson) / 1877"" is the same work, CH carrying the fuller subtitle (r326 is the earlier 1837 two-volume issue)."
52109878fd0e,scan,The Thompsonian Materia Medica or Botanic Family Physician,,,$135,already in CH,4673,refuted_inch,"r4673 'The Thomsonian Materia Medica or Botanic Family Physician / Thomson, S. / 1841 / J. Munsell / 12th' is the same work; B simply spells 'Thomsonian' with a p."
dd4629158a23,scan,A Synopsis of Lectures on Medical Science,,,$175,already in CH,1099,refuted_inch,"r1099 'A Synopsis of Lectures on Medical Science / Curtis, A. / 1846 / Andrew J. Graham / 6th' is the only occurrence of this distinctive Alva Curtis title in CH."
681a9a160dd2,scan,A Compendium of Botanic Materia Medica,Samuel Wagman. Published,1891,$75,already in CH,4900,refuted_inch,"r4900 'A Compendium of Botanic Materia Medica / Waggaman, S. / 1891 / W.H. Morrison' matches B's Samuel Waggaman (typed 'Wagman') and 1891 exactly."
87517f7c6851,scan,"The Code of Health and Longevity, or A Concise View of the Principles Calculated for the Preservation of Health and the Attainment of Long Life",John Sinclair. Published,1807,£10,already in CH,4288,refuted_missing,"CH r4288 ""The Code of Health and Longevity vol 4"" — Sinclair, J., 1807, Archk, Constable & Co., Edinburgh: same author and year (CH also has r320 the 1818 fourth edition under ""Bart, J.S."", i.e. Sir John Sinclair, Bart.)."
2ba4043d5611,scan,,,,,already in CH,4288,straggler,"Identified, not left unidentifiable. The window holds only 'Book. / Page count, 564. / End book.' and the immediately preceding record — The Code of Health and Longevity, John Sinclair, 1807, paid 10 pounds — is missing exactly a page count and a terminator. The two halves dovetail, so this is the tail of the Sinclair record that the segmenter split off, not a separate book. That book is in CH at "
a4e1be72d52a,scan,A Treatise of the Materia Medica and Therapeutics,,,$145,already in CH,1363,refuted_inch,"r1363 'A Treatise of the Materia Medica and Therapeutics / Eberle, J. / 1834 / Grigg & Elliot / 4 th' is the only row carrying this full title including 'and Therapeutics' (Cullen's r1073 and Bigelow's r449 lack it), and B gives no author or year to conflict."
462734a522d3,scan,The Practice of Nature Cure,Henry Lindlar,1931,$1.50,already in CH,2797,straggler,"r2797 'The Practice  of Nature Cure' / Lindlahr, Henry / 1931 / The Nature Cure Library / 27th ed. Matches on every recovered field including the 27th edition heard at 32:03. 'Lindlar' is the ASR spelling of Lindlahr, who appears at r2795, r2796 and r2798 as well."
da9335a22bcf,scan,The Medical Guide,Richard Ries,1814,$40,already in CH,3853,straggler,"The transcript's 'Richard Ries' is Richard REECE, as suspected. r3853 'The Medical Guide for the Use of the Clergy Heads of Families and Practitioners in Medicine and Surgery' / Reece, R. / 1814 / Longman, Hurst, Rees, Orme, and Brown / 'eleventh' / London — year, edition and place all match the dictation. CH carries a second copy at r3854 (same title mis-spelled 'Practtioners', same author/year/p"
f24e65b36e3e,scan,The New Family Herbal,Matthew Robinson. Page,,,already in CH,3958,straggler,"CH holds BOTH herbals of this name, so the sim=1.0 candidate is the wrong row. r3135/r3136 are W. Meyrick's 'The New Family Herbal' (1790, Thomas Pearson, Birmingham) — a different 18th-century work. B's book is Matthew Robinson's, which CH catalogues under its fuller title at r3958 'The New Family Herbal and Botanic Physician' / Robinson, M. / no year / W. Nicholson & Sons / London, with a varian"
579b8eba6768,scan,Primitive Physic,John Wesley. Paid,,£10,already in CH,5040,straggler,"r5040 'Primitive Physic' / Wesley, Rev. J. / John Mason / 38th / London — the only Wesley medical work in CH and the only 'Primitive Physic' row. Wesley wrote exactly one such book, so the distinctive title plus author is decisive even though B has no year (CH's year cell is a corrupted '0.19101747')."
62509561b83c,scan,"Systema Plantarum, Volume 3",John Wesley. Systema Plantarum,,,already in CH,2814,straggler,"r2814 'System Plantarum 3 parts' / Linnaeus, C. / 1780 / Francofvrti ad Moenvm / revised — CH catalogues the whole set on one row, so volume 3 is already covered. The 'John Wesley' in B's author field is repetition-loop filler; the real line at 2:03 names Carolus Linnaeus. Distinct from CH's Species Plantarum rows (r2811, r2812, r2817, r2818), which are a different work."
fdec30e51f50,scan,"Miscellaneous Tracts Relating to Natural History, Husbandry, and Physic",John Wesley. Miscellaneous,,,already in CH,4491,straggler,"r4491 'Miscellaneous Tracts Relatiang to Natural  History Husbandry and Physick' / Stillingfleet, B. / 1675 / J. Dodsley / 3rd — CH's own typos ('Relatiang', 'Physick') and its impossible 1675 date (Dodsley printed the 3rd ed. in 1775) do not change the substance. Only one row of this title exists. B's dictated attribution to Linnaeus and CH's to Stillingfleet are the same book: Stillingfleet tran"
0a7a9164dea0,scan,Pharmacopeia Austriica,John Wesley. Page,1869,£16,already in CH,1737,refuted_inch,"r1737 'Pharmacopoea Austriaca / Giskra, C. / 1869 / Caes. Reg. Aulae et Imperii Typographia / 6th' matches B's 1869 and is a transliteration variant of the same official pharmacopoeia; B's 'John Wesley' author string is bleed-through noise seen throughout this batch."
e75df458535d,scan,A Green Forest,John Mapelet. Published,1930,,excluded: duplicate of another B record,,refuted_missing,"Same physical book recorded twice. The scan record ""A Green Forest"" is raw dictation of the manual record ""A Greene Forest"": John Maplet's herbal in the 1930 Hesperides Press reprint. The dictated author field ""John Mapelet. Published"" is a mangling of ""John Maplet"" with the start of the next dictated phrase run in, and the years match exactly (1930). Keep the manual record: it has author, publish"
33cb680f80e2,scan,,,1825,$25,held back: unidentifiable,,straggler,"no title dictated; only year 1825, 376pp and $25 — not recoverable from the audio"
ca1fed6b6bcf,scan,Materia Medica,John Wesley. Linnaeus Maturia,,,already in CH,2815,straggler,"r2815 'Materia Medica' / Linnaeus, C. / 1749 / Laurentii Salvii / Holmiae. The 13:30 line 'Linnaeus Maturia Medica' is Materia Medica by Linnaeus, so this is the Linnaeus row specifically — not r507 (Boerhaave) or r4495 (Stirling), which share the title exactly but are different works by different authors. The 'John Wesley' author is loop filler."
7cda2ef908b1,scan,"Systema Plantarum, Part 1",Carolus Linnaeus. Part,,£100,already in CH,2814,straggler,"Same CH row as its companion record 62509561b83c: r2814 'System Plantarum 3 parts' / Linnaeus, C. / 1780 covers part 1 as well. B's 'System Plantarum' at 15:11 and 'Systema Plantarum' at 2:03 are the same work dictated twice, and CH's single set row absorbs both part-records."
0b00e1b95abc,scan,Griffith's Medical Botany,,,,already in CH,1857,refuted_missing,"CH r1857 ""Medical Botany"" — Griffith, R.E., 1847, Lea & Blanchard, Philadelphia: the same work, CH storing the title without the possessive author prefix."
a0e9bab3ef15,scan,Culpeper's Complete Herbal,Richard Evans,1814,$1,already in CH,1083,straggler,"r1083 'Culpepers Complete Herbal' / Culpeper, N. / 1814 / Richard Evans / London — an exact match on year and publisher, and it independently confirms the repair's correction that Richard Evans is the publisher rather than the author. CH holds many other Culpeper Complete Herbal printings (r1076, r1082, r1088, r1590, and others) but r1083 is the 1814 Evans one."
cfb4f8a5b0a1,scan,Florographia Britannica,,,£475,already in CH,1186,refuted_missing,"CH r1186 ""Florigraphia Britannica 3 vols"" — Deakin, Richard, 1841, R. Groombridge, London: same work under the Florigraphia/Florographia spelling variant, and CH covers all volumes in that one row."
04b85b8b5062,scan,Florographia Britannica,,,£475,already in CH,1186,refuted_missing,"Same CH row r1186 ""Florigraphia Britannica 3 vols"" (Deakin, Richard, 1841) — this is another volume of the same set (identical £475 price), and CH does not list its volumes separately."
b7f3a4305721,scan,Medical Botany,,,,already in CH,4465,transcript,"identified from the transcript as Stephenson & Churchill, Medical Botany vol 2"
219941b10213,scan,Essays on some of the most important articles of the Materia Medica,G.W. Carpenter,1834,,already in CH,745,refuted_inch,"r745 'Essays on some of the most important articles of the Materia Medica / Carpenter, G.W. / 1834 / George W. Carpenter's Chemical Warehouse / 2nd' matches author, year and edition exactly."
ca7c44e89009,scan,Introduction to the Science of Botany,James Lee,1810,,already in CH,2713,refuted_inch,"r2713 'An Introduction to the Science of Botany / Lee, J. / 1810 / 4th' matches James Lee, year and edition; only the leading 'An' differs."
0b5086571618,scan,The Families of Plants,,,,excluded: duplicate of another B record,3860,adjudicated,
